country_code,country,geography_code,geography,geography_type,group_code,group_name,group_type,start_date,end_date,job_postings_count,population
AU,Australia,,Adelaide,Metropolitan Area,Total,Total,Total,2020-01-05,2020-01-11,712,1345777.0
AU,Australia,,Adelaide,Metropolitan Area,Total,Total,Total,2020-01-12,2020-01-18,728,1345777.0
AU,Australia,,Adelaide,Metropolitan Area,Total,Total,Total,2020-01-19,2020-01-25,668,1345777.0
AU,Australia,,Adelaide,Metropolitan Area,Total,Total,Total,2020-01-26,2020-02-01,693,1345777.0
AU,Australia,,Adelaide,Metropolitan Area,Total,Total,Total,2020-02-02,2020-02-08,322,1345777.0
AU,Australia,,Adelaide,Metropolitan Area,Total,Total,Total,2020-02-09,2020-02-15,851,1345777.0
AU,Australia,,Adelaide,Metropolitan Area,Total,Total,Total,2020-02-16,2020-02-22,881,1345777.0
AU,Australia,,Adelaide,Metropolitan Area,Total,Total,Total,2020-02-23,2020-02-29,727,1345777.0
AU,Australia,,Adelaide,Metropolitan Area,Total,Total,Total,2020-03-01,2020-03-07,547,1345777.0
AU,Australia,,Adelaide,Metropolitan Area,Total,Total,Total,2020-03-08,2020-03-14,837,1345777.0
AU,Australia,,Adelaide,Metropolitan Area,Total,Total,Total,2020-03-15,2020-03-21,586,1345777.0
AU,Australia,,Adelaide,Metropolitan Area,Total,Total,Total,2020-03-22,2020-03-28,485,1345777.0
AU,Australia,,Adelaide,Metropolitan Area,Total,Total,Total,2020-03-29,2020-04-04,531,1345777.0
AU,Australia,,Adelaide,Metropolitan Area,Total,Total,Total,2020-04-05,2020-04-11,487,1345777.0
AU,Australia,,Adelaide,Metropolitan Area,Total,Total,Total,2020-04-12,2020-04-18,365,1345777.0
AU,Australia,,Adelaide,Metropolitan Area,Total,Total,Total,2020-04-19,2020-04-25,266,1345777.0
AU,Australia,,Adelaide,Metropolitan Area,Total,Total,Total,2020-04-26,2020-05-02,405,1345777.0
AU,Australia,,Adelaide,Metropolitan Area,Total,Total,Total,2020-05-03,2020-05-09,404,1345777.0
AU,Australia,,Adelaide,Metropolitan Area,Total,Total,Total,2020-05-10,2020-05-16,498,1345777.0
AU,Australia,,Adelaide,Metropolitan Area,Total,Total,Total,2020-05-17,2020-05-23,449,1345777.0
AU,Australia,,Adelaide,Metropolitan Area,Total,Total,Total,2020-05-24,2020-05-30,477,1345777.0
AU,Australia,,Adelaide,Metropolitan Area,Total,Total,Total,2020-05-31,2020-06-06,411,1345777.0
AU,Australia,,Adelaide,Metropolitan Area,Total,Total,Total,2020-06-07,2020-06-13,560,1345777.0
AU,Australia,,Adelaide,Metropolitan Area,Total,Total,Total,2020-06-14,2020-06-20,515,1345777.0
AU,Australia,,Adelaide,Metropolitan Area,Total,Total,Total,2020-06-21,2020-06-27,371,1345777.0
AU,Australia,,Brisbane,Metropolitan Area,Total,Total,Total,2020-01-05,2020-01-11,2025,2462637.0
AU,Australia,,Brisbane,Metropolitan Area,Total,Total,Total,2020-01-12,2020-01-18,1711,2462637.0
AU,Australia,,Brisbane,Metropolitan Area,Total,Total,Total,2020-01-19,2020-01-25,1710,2462637.0
AU,Australia,,Brisbane,Metropolitan Area,Total,Total,Total,2020-01-26,2020-02-01,1267,2462637.0
AU,Australia,,Brisbane,Metropolitan Area,Total,Total,Total,2020-02-02,2020-02-08,1118,2462637.0
AU,Australia,,Brisbane,Metropolitan Area,Total,Total,Total,2020-02-09,2020-02-15,2005,2462637.0
AU,Australia,,Brisbane,Metropolitan Area,Total,Total,Total,2020-02-16,2020-02-22,2658,2462637.0
AU,Australia,,Brisbane,Metropolitan Area,Total,Total,Total,2020-02-23,2020-02-29,2955,2462637.0
AU,Australia,,Brisbane,Metropolitan Area,Total,Total,Total,2020-03-01,2020-03-07,1970,2462637.0
AU,Australia,,Brisbane,Metropolitan Area,Total,Total,Total,2020-03-08,2020-03-14,3582,2462637.0
AU,Australia,,Brisbane,Metropolitan Area,Total,Total,Total,2020-03-15,2020-03-21,2565,2462637.0
AU,Australia,,Brisbane,Metropolitan Area,Total,Total,Total,2020-03-22,2020-03-28,2452,2462637.0
AU,Australia,,Brisbane,Metropolitan Area,Total,Total,Total,2020-03-29,2020-04-04,1436,2462637.0
AU,Australia,,Brisbane,Metropolitan Area,Total,Total,Total,2020-04-05,2020-04-11,1413,2462637.0
AU,Australia,,Brisbane,Metropolitan Area,Total,Total,Total,2020-04-12,2020-04-18,932,2462637.0
AU,Australia,,Brisbane,Metropolitan Area,Total,Total,Total,2020-04-19,2020-04-25,1100,2462637.0
AU,Australia,,Brisbane,Metropolitan Area,Total,Total,Total,2020-04-26,2020-05-02,907,2462637.0
AU,Australia,,Brisbane,Metropolitan Area,Total,Total,Total,2020-05-03,2020-05-09,882,2462637.0
AU,Australia,,Brisbane,Metropolitan Area,Total,Total,Total,2020-05-10,2020-05-16,1375,2462637.0
AU,Australia,,Brisbane,Metropolitan Area,Total,Total,Total,2020-05-17,2020-05-23,1470,2462637.0
AU,Australia,,Brisbane,Metropolitan Area,Total,Total,Total,2020-05-24,2020-05-30,908,2462637.0
AU,Australia,,Brisbane,Metropolitan Area,Total,Total,Total,2020-05-31,2020-06-06,862,2462637.0
AU,Australia,,Brisbane,Metropolitan Area,Total,Total,Total,2020-06-07,2020-06-13,1347,2462637.0
AU,Australia,,Brisbane,Metropolitan Area,Total,Total,Total,2020-06-14,2020-06-20,1000,2462637.0
AU,Australia,,Brisbane,Metropolitan Area,Total,Total,Total,2020-06-21,2020-06-27,805,2462637.0
AU,Australia,,Melbourne,Metropolitan Area,Total,Total,Total,2020-01-05,2020-01-11,4383,4963349.0
AU,Australia,,Melbourne,Metropolitan Area,Total,Total,Total,2020-01-12,2020-01-18,3945,4963349.0
AU,Australia,,Melbourne,Metropolitan Area,Total,Total,Total,2020-01-19,2020-01-25,3558,4963349.0
AU,Australia,,Melbourne,Metropolitan Area,Total,Total,Total,2020-01-26,2020-02-01,3217,4963349.0
AU,Australia,,Melbourne,Metropolitan Area,Total,Total,Total,2020-02-02,2020-02-08,2269,4963349.0
AU,Australia,,Melbourne,Metropolitan Area,Total,Total,Total,2020-02-09,2020-02-15,4937,4963349.0
AU,Australia,,Melbourne,Metropolitan Area,Total,Total,Total,2020-02-16,2020-02-22,5121,4963349.0
AU,Australia,,Melbourne,Metropolitan Area,Total,Total,Total,2020-02-23,2020-02-29,4043,4963349.0
AU,Australia,,Melbourne,Metropolitan Area,Total,Total,Total,2020-03-01,2020-03-07,3378,4963349.0
AU,Australia,,Melbourne,Metropolitan Area,Total,Total,Total,2020-03-08,2020-03-14,4463,4963349.0
AU,Australia,,Melbourne,Metropolitan Area,Total,Total,Total,2020-03-15,2020-03-21,2740,4963349.0
AU,Australia,,Melbourne,Metropolitan Area,Total,Total,Total,2020-03-22,2020-03-28,2346,4963349.0
AU,Australia,,Melbourne,Metropolitan Area,Total,Total,Total,2020-03-29,2020-04-04,2541,4963349.0
AU,Australia,,Melbourne,Metropolitan Area,Total,Total,Total,2020-04-05,2020-04-11,2110,4963349.0
AU,Australia,,Melbourne,Metropolitan Area,Total,Total,Total,2020-04-12,2020-04-18,1557,4963349.0
AU,Australia,,Melbourne,Metropolitan Area,Total,Total,Total,2020-04-19,2020-04-25,1191,4963349.0
AU,Australia,,Melbourne,Metropolitan Area,Total,Total,Total,2020-04-26,2020-05-02,1995,4963349.0
AU,Australia,,Melbourne,Metropolitan Area,Total,Total,Total,2020-05-03,2020-05-09,1784,4963349.0
AU,Australia,,Melbourne,Metropolitan Area,Total,Total,Total,2020-05-10,2020-05-16,2040,4963349.0
AU,Australia,,Melbourne,Metropolitan Area,Total,Total,Total,2020-05-17,2020-05-23,2054,4963349.0
AU,Australia,,Melbourne,Metropolitan Area,Total,Total,Total,2020-05-24,2020-05-30,1950,4963349.0
AU,Australia,,Melbourne,Metropolitan Area,Total,Total,Total,2020-05-31,2020-06-06,2004,4963349.0
AU,Australia,,Melbourne,Metropolitan Area,Total,Total,Total,2020-06-07,2020-06-13,2363,4963349.0
AU,Australia,,Melbourne,Metropolitan Area,Total,Total,Total,2020-06-14,2020-06-20,2381,4963349.0
AU,Australia,,Melbourne,Metropolitan Area,Total,Total,Total,2020-06-21,2020-06-27,1813,4963349.0
AU,Australia,,Perth,Metropolitan Area,Total,Total,Total,2020-01-05,2020-01-11,1375,2059484.0
AU,Australia,,Perth,Metropolitan Area,Total,Total,Total,2020-01-12,2020-01-18,1435,2059484.0
AU,Australia,,Perth,Metropolitan Area,Total,Total,Total,2020-01-19,2020-01-25,1095,2059484.0
AU,Australia,,Perth,Metropolitan Area,Total,Total,Total,2020-01-26,2020-02-01,1319,2059484.0
AU,Australia,,Perth,Metropolitan Area,Total,Total,Total,2020-02-02,2020-02-08,731,2059484.0
AU,Australia,,Perth,Metropolitan Area,Total,Total,Total,2020-02-09,2020-02-15,1806,2059484.0
AU,Australia,,Perth,Metropolitan Area,Total,Total,Total,2020-02-16,2020-02-22,1611,2059484.0
AU,Australia,,Perth,Metropolitan Area,Total,Total,Total,2020-02-23,2020-02-29,1506,2059484.0
AU,Australia,,Perth,Metropolitan Area,Total,Total,Total,2020-03-01,2020-03-07,1197,2059484.0
AU,Australia,,Perth,Metropolitan Area,Total,Total,Total,2020-03-08,2020-03-14,1586,2059484.0
AU,Australia,,Perth,Metropolitan Area,Total,Total,Total,2020-03-15,2020-03-21,1029,2059484.0
AU,Australia,,Perth,Metropolitan Area,Total,Total,Total,2020-03-22,2020-03-28,916,2059484.0
AU,Australia,,Perth,Metropolitan Area,Total,Total,Total,2020-03-29,2020-04-04,1056,2059484.0
AU,Australia,,Perth,Metropolitan Area,Total,Total,Total,2020-04-05,2020-04-11,957,2059484.0
AU,Australia,,Perth,Metropolitan Area,Total,Total,Total,2020-04-12,2020-04-18,633,2059484.0
AU,Australia,,Perth,Metropolitan Area,Total,Total,Total,2020-04-19,2020-04-25,541,2059484.0
AU,Australia,,Perth,Metropolitan Area,Total,Total,Total,2020-04-26,2020-05-02,663,2059484.0
AU,Australia,,Perth,Metropolitan Area,Total,Total,Total,2020-05-03,2020-05-09,899,2059484.0
AU,Australia,,Perth,Metropolitan Area,Total,Total,Total,2020-05-10,2020-05-16,936,2059484.0
AU,Australia,,Perth,Metropolitan Area,Total,Total,Total,2020-05-17,2020-05-23,1119,2059484.0
AU,Australia,,Perth,Metropolitan Area,Total,Total,Total,2020-05-24,2020-05-30,757,2059484.0
AU,Australia,,Perth,Metropolitan Area,Total,Total,Total,2020-05-31,2020-06-06,735,2059484.0
AU,Australia,,Perth,Metropolitan Area,Total,Total,Total,2020-06-07,2020-06-13,1047,2059484.0
AU,Australia,,Perth,Metropolitan Area,Total,Total,Total,2020-06-14,2020-06-20,856,2059484.0
AU,Australia,,Perth,Metropolitan Area,Total,Total,Total,2020-06-21,2020-06-27,706,2059484.0
AU,Australia,,Sydney,Metropolitan Area,Total,Total,Total,2020-01-05,2020-01-11,6292,5230330.0
AU,Australia,,Sydney,Metropolitan Area,Total,Total,Total,2020-01-12,2020-01-18,5812,5230330.0
AU,Australia,,Sydney,Metropolitan Area,Total,Total,Total,2020-01-19,2020-01-25,4725,5230330.0
AU,Australia,,Sydney,Metropolitan Area,Total,Total,Total,2020-01-26,2020-02-01,4273,5230330.0
AU,Australia,,Sydney,Metropolitan Area,Total,Total,Total,2020-02-02,2020-02-08,3519,5230330.0
AU,Australia,,Sydney,Metropolitan Area,Total,Total,Total,2020-02-09,2020-02-15,7400,5230330.0
AU,Australia,,Sydney,Metropolitan Area,Total,Total,Total,2020-02-16,2020-02-22,7288,5230330.0
AU,Australia,,Sydney,Metropolitan Area,Total,Total,Total,2020-02-23,2020-02-29,5416,5230330.0
AU,Australia,,Sydney,Metropolitan Area,Total,Total,Total,2020-03-01,2020-03-07,5078,5230330.0
AU,Australia,,Sydney,Metropolitan Area,Total,Total,Total,2020-03-08,2020-03-14,6030,5230330.0
AU,Australia,,Sydney,Metropolitan Area,Total,Total,Total,2020-03-15,2020-03-21,4354,5230330.0
AU,Australia,,Sydney,Metropolitan Area,Total,Total,Total,2020-03-22,2020-03-28,3766,5230330.0
AU,Australia,,Sydney,Metropolitan Area,Total,Total,Total,2020-03-29,2020-04-04,4322,5230330.0
AU,Australia,,Sydney,Metropolitan Area,Total,Total,Total,2020-04-05,2020-04-11,4129,5230330.0
AU,Australia,,Sydney,Metropolitan Area,Total,Total,Total,2020-04-12,2020-04-18,3102,5230330.0
AU,Australia,,Sydney,Metropolitan Area,Total,Total,Total,2020-04-19,2020-04-25,2186,5230330.0
AU,Australia,,Sydney,Metropolitan Area,Total,Total,Total,2020-04-26,2020-05-02,3360,5230330.0
AU,Australia,,Sydney,Metropolitan Area,Total,Total,Total,2020-05-03,2020-05-09,3075,5230330.0
AU,Australia,,Sydney,Metropolitan Area,Total,Total,Total,2020-05-10,2020-05-16,3283,5230330.0
AU,Australia,,Sydney,Metropolitan Area,Total,Total,Total,2020-05-17,2020-05-23,2643,5230330.0
AU,Australia,,Sydney,Metropolitan Area,Total,Total,Total,2020-05-24,2020-05-30,2975,5230330.0
AU,Australia,,Sydney,Metropolitan Area,Total,Total,Total,2020-05-31,2020-06-06,3020,5230330.0
AU,Australia,,Sydney,Metropolitan Area,Total,Total,Total,2020-06-07,2020-06-13,3513,5230330.0
AU,Australia,,Sydney,Metropolitan Area,Total,Total,Total,2020-06-14,2020-06-20,3159,5230330.0
AU,Australia,,Sydney,Metropolitan Area,Total,Total,Total,2020-06-21,2020-06-27,2467,5230330.0
AU,Australia,AU,Australia,Nationwide,Total,Total,Total,2020-01-05,2020-01-11,22626,24992860.0
AU,Australia,AU,Australia,Nationwide,Total,Total,Total,2020-01-12,2020-01-18,20553,24992860.0
AU,Australia,AU,Australia,Nationwide,Total,Total,Total,2020-01-19,2020-01-25,18213,24992860.0
AU,Australia,AU,Australia,Nationwide,Total,Total,Total,2020-01-26,2020-02-01,16547,24992860.0
AU,Australia,AU,Australia,Nationwide,Total,Total,Total,2020-02-02,2020-02-08,11920,24992860.0
AU,Australia,AU,Australia,Nationwide,Total,Total,Total,2020-02-09,2020-02-15,25758,24992860.0
AU,Australia,AU,Australia,Nationwide,Total,Total,Total,2020-02-16,2020-02-22,26380,24992860.0
AU,Australia,AU,Australia,Nationwide,Total,Total,Total,2020-02-23,2020-02-29,22455,24992860.0
AU,Australia,AU,Australia,Nationwide,Total,Total,Total,2020-03-01,2020-03-07,18622,24992860.0
AU,Australia,AU,Australia,Nationwide,Total,Total,Total,2020-03-08,2020-03-14,25961,24992860.0
AU,Australia,AU,Australia,Nationwide,Total,Total,Total,2020-03-15,2020-03-21,17337,24992860.0
AU,Australia,AU,Australia,Nationwide,Total,Total,Total,2020-03-22,2020-03-28,15645,24992860.0
AU,Australia,AU,Australia,Nationwide,Total,Total,Total,2020-03-29,2020-04-04,15197,24992860.0
AU,Australia,AU,Australia,Nationwide,Total,Total,Total,2020-04-05,2020-04-11,15026,24992860.0
AU,Australia,AU,Australia,Nationwide,Total,Total,Total,2020-04-12,2020-04-18,10465,24992860.0
AU,Australia,AU,Australia,Nationwide,Total,Total,Total,2020-04-19,2020-04-25,9023,24992860.0
AU,Australia,AU,Australia,Nationwide,Total,Total,Total,2020-04-26,2020-05-02,12276,24992860.0
AU,Australia,AU,Australia,Nationwide,Total,Total,Total,2020-05-03,2020-05-09,11718,24992860.0
AU,Australia,AU,Australia,Nationwide,Total,Total,Total,2020-05-10,2020-05-16,14448,24992860.0
AU,Australia,AU,Australia,Nationwide,Total,Total,Total,2020-05-17,2020-05-23,13508,24992860.0
AU,Australia,AU,Australia,Nationwide,Total,Total,Total,2020-05-24,2020-05-30,12603,24992860.0
AU,Australia,AU,Australia,Nationwide,Total,Total,Total,2020-05-31,2020-06-06,12033,24992860.0
AU,Australia,AU,Australia,Nationwide,Total,Total,Total,2020-06-07,2020-06-13,15696,24992860.0
AU,Australia,AU,Australia,Nationwide,Total,Total,Total,2020-06-14,2020-06-20,13985,24992860.0
AU,Australia,AU,Australia,Nationwide,Total,Total,Total,2020-06-21,2020-06-27,10405,24992860.0
AU,Australia,AU-ACT,Australian Capital Territory,Subdivision,Total,Total,Total,2020-01-05,2020-01-11,1035,420960.0
AU,Australia,AU-ACT,Australian Capital Territory,Subdivision,Total,Total,Total,2020-01-12,2020-01-18,938,420960.0
AU,Australia,AU-ACT,Australian Capital Territory,Subdivision,Total,Total,Total,2020-01-19,2020-01-25,841,420960.0
AU,Australia,AU-ACT,Australian Capital Territory,Subdivision,Total,Total,Total,2020-01-26,2020-02-01,1181,420960.0
AU,Australia,AU-ACT,Australian Capital Territory,Subdivision,Total,Total,Total,2020-02-02,2020-02-08,612,420960.0
AU,Australia,AU-ACT,Australian Capital Territory,Subdivision,Total,Total,Total,2020-02-09,2020-02-15,1318,420960.0
AU,Australia,AU-ACT,Australian Capital Territory,Subdivision,Total,Total,Total,2020-02-16,2020-02-22,1440,420960.0
AU,Australia,AU-ACT,Australian Capital Territory,Subdivision,Total,Total,Total,2020-02-23,2020-02-29,1087,420960.0
AU,Australia,AU-ACT,Australian Capital Territory,Subdivision,Total,Total,Total,2020-03-01,2020-03-07,715,420960.0
AU,Australia,AU-ACT,Australian Capital Territory,Subdivision,Total,Total,Total,2020-03-08,2020-03-14,1360,420960.0
AU,Australia,AU-ACT,Australian Capital Territory,Subdivision,Total,Total,Total,2020-03-15,2020-03-21,946,420960.0
AU,Australia,AU-ACT,Australian Capital Territory,Subdivision,Total,Total,Total,2020-03-22,2020-03-28,824,420960.0
AU,Australia,AU-ACT,Australian Capital Territory,Subdivision,Total,Total,Total,2020-03-29,2020-04-04,864,420960.0
AU,Australia,AU-ACT,Australian Capital Territory,Subdivision,Total,Total,Total,2020-04-05,2020-04-11,960,420960.0
AU,Australia,AU-ACT,Australian Capital Territory,Subdivision,Total,Total,Total,2020-04-12,2020-04-18,537,420960.0
AU,Australia,AU-ACT,Australian Capital Territory,Subdivision,Total,Total,Total,2020-04-19,2020-04-25,565,420960.0
AU,Australia,AU-ACT,Australian Capital Territory,Subdivision,Total,Total,Total,2020-04-26,2020-05-02,988,420960.0
AU,Australia,AU-ACT,Australian Capital Territory,Subdivision,Total,Total,Total,2020-05-03,2020-05-09,682,420960.0
AU,Australia,AU-ACT,Australian Capital Territory,Subdivision,Total,Total,Total,2020-05-10,2020-05-16,860,420960.0
AU,Australia,AU-ACT,Australian Capital Territory,Subdivision,Total,Total,Total,2020-05-17,2020-05-23,756,420960.0
AU,Australia,AU-ACT,Australian Capital Territory,Subdivision,Total,Total,Total,2020-05-24,2020-05-30,845,420960.0
AU,Australia,AU-ACT,Australian Capital Territory,Subdivision,Total,Total,Total,2020-05-31,2020-06-06,725,420960.0
AU,Australia,AU-ACT,Australian Capital Territory,Subdivision,Total,Total,Total,2020-06-07,2020-06-13,1256,420960.0
AU,Australia,AU-ACT,Australian Capital Territory,Subdivision,Total,Total,Total,2020-06-14,2020-06-20,939,420960.0
AU,Australia,AU-ACT,Australian Capital Territory,Subdivision,Total,Total,Total,2020-06-21,2020-06-27,635,420960.0
AU,Australia,AU-NSW,New South Wales,Subdivision,Total,Total,Total,2020-01-05,2020-01-11,8238,7988241.0
AU,Australia,AU-NSW,New South Wales,Subdivision,Total,Total,Total,2020-01-12,2020-01-18,7585,7988241.0
AU,Australia,AU-NSW,New South Wales,Subdivision,Total,Total,Total,2020-01-19,2020-01-25,6110,7988241.0
AU,Australia,AU-NSW,New South Wales,Subdivision,Total,Total,Total,2020-01-26,2020-02-01,5571,7988241.0
AU,Australia,AU-NSW,New South Wales,Subdivision,Total,Total,Total,2020-02-02,2020-02-08,4610,7988241.0
AU,Australia,AU-NSW,New South Wales,Subdivision,Total,Total,Total,2020-02-09,2020-02-15,9430,7988241.0
AU,Australia,AU-NSW,New South Wales,Subdivision,Total,Total,Total,2020-02-16,2020-02-22,9421,7988241.0
AU,Australia,AU-NSW,New South Wales,Subdivision,Total,Total,Total,2020-02-23,2020-02-29,6985,7988241.0
AU,Australia,AU-NSW,New South Wales,Subdivision,Total,Total,Total,2020-03-01,2020-03-07,6767,7988241.0
AU,Australia,AU-NSW,New South Wales,Subdivision,Total,Total,Total,2020-03-08,2020-03-14,8169,7988241.0
AU,Australia,AU-NSW,New South Wales,Subdivision,Total,Total,Total,2020-03-15,2020-03-21,5738,7988241.0
AU,Australia,AU-NSW,New South Wales,Subdivision,Total,Total,Total,2020-03-22,2020-03-28,5120,7988241.0
AU,Australia,AU-NSW,New South Wales,Subdivision,Total,Total,Total,2020-03-29,2020-04-04,5571,7988241.0
AU,Australia,AU-NSW,New South Wales,Subdivision,Total,Total,Total,2020-04-05,2020-04-11,5704,7988241.0
AU,Australia,AU-NSW,New South Wales,Subdivision,Total,Total,Total,2020-04-12,2020-04-18,4067,7988241.0
AU,Australia,AU-NSW,New South Wales,Subdivision,Total,Total,Total,2020-04-19,2020-04-25,3130,7988241.0
AU,Australia,AU-NSW,New South Wales,Subdivision,Total,Total,Total,2020-04-26,2020-05-02,4543,7988241.0
AU,Australia,AU-NSW,New South Wales,Subdivision,Total,Total,Total,2020-05-03,2020-05-09,4324,7988241.0
AU,Australia,AU-NSW,New South Wales,Subdivision,Total,Total,Total,2020-05-10,2020-05-16,4675,7988241.0
AU,Australia,AU-NSW,New South Wales,Subdivision,Total,Total,Total,2020-05-17,2020-05-23,3973,7988241.0
AU,Australia,AU-NSW,New South Wales,Subdivision,Total,Total,Total,2020-05-24,2020-05-30,4271,7988241.0
AU,Australia,AU-NSW,New South Wales,Subdivision,Total,Total,Total,2020-05-31,2020-06-06,4188,7988241.0
AU,Australia,AU-NSW,New South Wales,Subdivision,Total,Total,Total,2020-06-07,2020-06-13,4891,7988241.0
AU,Australia,AU-NSW,New South Wales,Subdivision,Total,Total,Total,2020-06-14,2020-06-20,4641,7988241.0
AU,Australia,AU-NSW,New South Wales,Subdivision,Total,Total,Total,2020-06-21,2020-06-27,3495,7988241.0
AU,Australia,AU-NT,Northern Territory,Subdivision,Total,Total,Total,2020-01-05,2020-01-11,415,247327.0
AU,Australia,AU-NT,Northern Territory,Subdivision,Total,Total,Total,2020-01-12,2020-01-18,296,247327.0
AU,Australia,AU-NT,Northern Territory,Subdivision,Total,Total,Total,2020-01-19,2020-01-25,256,247327.0
AU,Australia,AU-NT,Northern Territory,Subdivision,Total,Total,Total,2020-01-26,2020-02-01,304,247327.0
AU,Australia,AU-NT,Northern Territory,Subdivision,Total,Total,Total,2020-02-02,2020-02-08,95,247327.0
AU,Australia,AU-NT,Northern Territory,Subdivision,Total,Total,Total,2020-02-09,2020-02-15,418,247327.0
AU,Australia,AU-NT,Northern Territory,Subdivision,Total,Total,Total,2020-02-16,2020-02-22,432,247327.0
AU,Australia,AU-NT,Northern Territory,Subdivision,Total,Total,Total,2020-02-23,2020-02-29,282,247327.0
AU,Australia,AU-NT,Northern Territory,Subdivision,Total,Total,Total,2020-03-01,2020-03-07,235,247327.0
AU,Australia,AU-NT,Northern Territory,Subdivision,Total,Total,Total,2020-03-08,2020-03-14,408,247327.0
AU,Australia,AU-NT,Northern Territory,Subdivision,Total,Total,Total,2020-03-15,2020-03-21,229,247327.0
AU,Australia,AU-NT,Northern Territory,Subdivision,Total,Total,Total,2020-03-22,2020-03-28,244,247327.0
AU,Australia,AU-NT,Northern Territory,Subdivision,Total,Total,Total,2020-03-29,2020-04-04,219,247327.0
AU,Australia,AU-NT,Northern Territory,Subdivision,Total,Total,Total,2020-04-05,2020-04-11,290,247327.0
AU,Australia,AU-NT,Northern Territory,Subdivision,Total,Total,Total,2020-04-12,2020-04-18,137,247327.0
AU,Australia,AU-NT,Northern Territory,Subdivision,Total,Total,Total,2020-04-19,2020-04-25,163,247327.0
AU,Australia,AU-NT,Northern Territory,Subdivision,Total,Total,Total,2020-04-26,2020-05-02,335,247327.0
AU,Australia,AU-NT,Northern Territory,Subdivision,Total,Total,Total,2020-05-03,2020-05-09,220,247327.0
AU,Australia,AU-NT,Northern Territory,Subdivision,Total,Total,Total,2020-05-10,2020-05-16,256,247327.0
AU,Australia,AU-NT,Northern Territory,Subdivision,Total,Total,Total,2020-05-17,2020-05-23,272,247327.0
AU,Australia,AU-NT,Northern Territory,Subdivision,Total,Total,Total,2020-05-24,2020-05-30,278,247327.0
AU,Australia,AU-NT,Northern Territory,Subdivision,Total,Total,Total,2020-05-31,2020-06-06,218,247327.0
AU,Australia,AU-NT,Northern Territory,Subdivision,Total,Total,Total,2020-06-07,2020-06-13,409,247327.0
AU,Australia,AU-NT,Northern Territory,Subdivision,Total,Total,Total,2020-06-14,2020-06-20,268,247327.0
AU,Australia,AU-NT,Northern Territory,Subdivision,Total,Total,Total,2020-06-21,2020-06-27,236,247327.0
AU,Australia,AU-QLD,Queensland,Subdivision,Total,Total,Total,2020-01-05,2020-01-11,3937,5011216.0
AU,Australia,AU-QLD,Queensland,Subdivision,Total,Total,Total,2020-01-12,2020-01-18,3244,5011216.0
AU,Australia,AU-QLD,Queensland,Subdivision,Total,Total,Total,2020-01-19,2020-01-25,3307,5011216.0
AU,Australia,AU-QLD,Queensland,Subdivision,Total,Total,Total,2020-01-26,2020-02-01,2408,5011216.0
AU,Australia,AU-QLD,Queensland,Subdivision,Total,Total,Total,2020-02-02,2020-02-08,2103,5011216.0
AU,Australia,AU-QLD,Queensland,Subdivision,Total,Total,Total,2020-02-09,2020-02-15,3877,5011216.0
AU,Australia,AU-QLD,Queensland,Subdivision,Total,Total,Total,2020-02-16,2020-02-22,4596,5011216.0
AU,Australia,AU-QLD,Queensland,Subdivision,Total,Total,Total,2020-02-23,2020-02-29,5661,5011216.0
AU,Australia,AU-QLD,Queensland,Subdivision,Total,Total,Total,2020-03-01,2020-03-07,4005,5011216.0
AU,Australia,AU-QLD,Queensland,Subdivision,Total,Total,Total,2020-03-08,2020-03-14,6419,5011216.0
AU,Australia,AU-QLD,Queensland,Subdivision,Total,Total,Total,2020-03-15,2020-03-21,4425,5011216.0
AU,Australia,AU-QLD,Queensland,Subdivision,Total,Total,Total,2020-03-22,2020-03-28,4015,5011216.0
AU,Australia,AU-QLD,Queensland,Subdivision,Total,Total,Total,2020-03-29,2020-04-04,2924,5011216.0
AU,Australia,AU-QLD,Queensland,Subdivision,Total,Total,Total,2020-04-05,2020-04-11,2934,5011216.0
AU,Australia,AU-QLD,Queensland,Subdivision,Total,Total,Total,2020-04-12,2020-04-18,1934,5011216.0
AU,Australia,AU-QLD,Queensland,Subdivision,Total,Total,Total,2020-04-19,2020-04-25,2072,5011216.0
AU,Australia,AU-QLD,Queensland,Subdivision,Total,Total,Total,2020-04-26,2020-05-02,2065,5011216.0
AU,Australia,AU-QLD,Queensland,Subdivision,Total,Total,Total,2020-05-03,2020-05-09,1980,5011216.0
AU,Australia,AU-QLD,Queensland,Subdivision,Total,Total,Total,2020-05-10,2020-05-16,3542,5011216.0
AU,Australia,AU-QLD,Queensland,Subdivision,Total,Total,Total,2020-05-17,2020-05-23,3188,5011216.0
AU,Australia,AU-QLD,Queensland,Subdivision,Total,Total,Total,2020-05-24,2020-05-30,2370,5011216.0
AU,Australia,AU-QLD,Queensland,Subdivision,Total,Total,Total,2020-05-31,2020-06-06,2225,5011216.0
AU,Australia,AU-QLD,Queensland,Subdivision,Total,Total,Total,2020-06-07,2020-06-13,3238,5011216.0
AU,Australia,AU-QLD,Queensland,Subdivision,Total,Total,Total,2020-06-14,2020-06-20,2619,5011216.0
AU,Australia,AU-QLD,Queensland,Subdivision,Total,Total,Total,2020-06-21,2020-06-27,1770,5011216.0
AU,Australia,AU-SA,South Australia,Subdivision,Total,Total,Total,2020-01-05,2020-01-11,891,1736422.0
AU,Australia,AU-SA,South Australia,Subdivision,Total,Total,Total,2020-01-12,2020-01-18,902,1736422.0
